                              signal_alias                              |                                                                                signal_name                          
 MAGNETICS/BPOL_PROBE/55/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=55]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=982)
 MAGNETICS/BPOL_PROBE/55/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=983)
 MAGNETICS/BPOL_PROBE/55/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-1.5707964, type=double, unique=984)
 MAGNETICS/BPOL_PROBE/55/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=985)
 MAGNETICS/BPOL_PROBE/56/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=56]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=986)
 MAGNETICS/BPOL_PROBE/56/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=56]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=987)
 MAGNETICS/BPOL_PROBE/56/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=988)
 MAGNETICS/BPOL_PROBE/56/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-1.5707964, type=double, unique=989)
 MAGNETICS/BPOL_PROBE/56/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=990)
 MAGNETICS/BPOL_PROBE/57/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=57]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=991)
 MAGNETICS/BPOL_PROBE/57/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=57]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=992)
 MAGNETICS/BPOL_PROBE/57/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=993)
 MAGNETICS/BPOL_PROBE/57/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-1.5707964, type=double, unique=994)
 MAGNETICS/BPOL_PROBE/57/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=995)
 MAGNETICS/BPOL_PROBE/58/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=58]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=996)
 MAGNETICS/BPOL_PROBE/58/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=58]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=997)
 MAGNETICS/BPOL_PROBE/58/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=998)
 MAGNETICS/BPOL_PROBE/58/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-1.5707964, type=double, unique=999)
 MAGNETICS/BPOL_PROBE/58/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1000)
 MAGNETICS/BPOL_PROBE/59/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=59]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1001)
 MAGNETICS/BPOL_PROBE/59/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=59]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1002)
 MAGNETICS/BPOL_PROBE/59/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1003)
 MAGNETICS/BPOL_PROBE/59/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-1.5707964, type=double, unique=1004)
 MAGNETICS/BPOL_PROBE/59/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1005)
 MAGNETICS/BPOL_PROBE/60/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=60]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1006)
 MAGNETICS/BPOL_PROBE/60/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=60]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1007)
 MAGNETICS/BPOL_PROBE/60/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1008)
 MAGNETICS/BPOL_PROBE/60/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1009)
 MAGNETICS/BPOL_PROBE/60/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1010)
 MAGNETICS/BPOL_PROBE/61/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=61]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1011)
 MAGNETICS/BPOL_PROBE/61/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=61]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1012)
 MAGNETICS/BPOL_PROBE/61/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1013)
 MAGNETICS/BPOL_PROBE/61/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1014)
 MAGNETICS/BPOL_PROBE/61/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1015)
 MAGNETICS/BPOL_PROBE/62/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=62]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1016)
 MAGNETICS/BPOL_PROBE/62/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=62]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1017)
 MAGNETICS/BPOL_PROBE/62/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1018)
 MAGNETICS/BPOL_PROBE/62/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1019)
 MAGNETICS/BPOL_PROBE/62/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1020)
 MAGNETICS/BPOL_PROBE/63/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=63]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1021)
 MAGNETICS/BPOL_PROBE/63/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=63]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1022)
 MAGNETICS/BPOL_PROBE/63/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1023)
 MAGNETICS/BPOL_PROBE/63/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1024)
 MAGNETICS/BPOL_PROBE/63/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1025)
 MAGNETICS/BPOL_PROBE/64/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=64]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1026)
 MAGNETICS/BPOL_PROBE/64/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=64]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1027)
 MAGNETICS/BPOL_PROBE/64/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1028)
 MAGNETICS/BPOL_PROBE/64/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1029)
 MAGNETICS/BPOL_PROBE/64/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1030)
 MAGNETICS/BPOL_PROBE/65/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=65]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1031)
 MAGNETICS/BPOL_PROBE/65/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=65]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1032)
 MAGNETICS/BPOL_PROBE/65/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1033)
 MAGNETICS/BPOL_PROBE/65/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1034)
 MAGNETICS/BPOL_PROBE/65/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1035)
 MAGNETICS/BPOL_PROBE/66/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=66]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1036)
 MAGNETICS/BPOL_PROBE/66/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=66]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1037)
 MAGNETICS/BPOL_PROBE/66/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1038)
 MAGNETICS/BPOL_PROBE/66/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1039)
 MAGNETICS/BPOL_PROBE/66/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1040)
 MAGNETICS/BPOL_PROBE/67/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=67]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1041)
 MAGNETICS/BPOL_PROBE/67/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=67]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1042)
 MAGNETICS/BPOL_PROBE/67/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1043)
 MAGNETICS/BPOL_PROBE/67/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1044)
 MAGNETICS/BPOL_PROBE/67/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1045)
 MAGNETICS/BPOL_PROBE/68/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=68]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1046)
 MAGNETICS/BPOL_PROBE/68/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=68]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1047)
 MAGNETICS/BPOL_PROBE/68/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1048)
 MAGNETICS/BPOL_PROBE/68/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1049)
 MAGNETICS/BPOL_PROBE/68/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1050)
 MAGNETICS/BPOL_PROBE/69/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=69]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1051)
 MAGNETICS/BPOL_PROBE/69/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=69]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1052)
 MAGNETICS/BPOL_PROBE/69/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1053)
 MAGNETICS/BPOL_PROBE/69/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1054)
 MAGNETICS/BPOL_PROBE/69/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1055)
 MAGNETICS/BPOL_PROBE/70/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=70]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1056)
 MAGNETICS/BPOL_PROBE/70/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=70]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1057)
 MAGNETICS/BPOL_PROBE/70/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1058)
 MAGNETICS/BPOL_PROBE/70/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1059)
 MAGNETICS/BPOL_PROBE/70/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1060)
 MAGNETICS/BPOL_PROBE/71/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=71]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1061)
 MAGNETICS/BPOL_PROBE/71/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=71]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1062)
 MAGNETICS/BPOL_PROBE/71/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1063)
 MAGNETICS/BPOL_PROBE/71/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1064)
 MAGNETICS/BPOL_PROBE/71/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1065)
 MAGNETICS/BPOL_PROBE/72/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=72]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1066)
 MAGNETICS/BPOL_PROBE/72/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=72]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1067)
 MAGNETICS/BPOL_PROBE/72/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1068)
 MAGNETICS/BPOL_PROBE/72/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1069)
 MAGNETICS/BPOL_PROBE/72/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1070)
 MAGNETICS/BPOL_PROBE/73/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=73]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1071)
 MAGNETICS/BPOL_PROBE/73/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=73]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1072)
 MAGNETICS/BPOL_PROBE/73/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1073)
 MAGNETICS/BPOL_PROBE/73/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1074)
 MAGNETICS/BPOL_PROBE/73/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1075)
 MAGNETICS/BPOL_PROBE/74/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=74]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1076)
 MAGNETICS/BPOL_PROBE/74/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=74]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1077)
 MAGNETICS/BPOL_PROBE/74/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1078)
 MAGNETICS/BPOL_PROBE/74/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1079)
 MAGNETICS/BPOL_PROBE/74/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1080)
 MAGNETICS/BPOL_PROBE/75/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=75]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1081)
 MAGNETICS/BPOL_PROBE/75/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=75]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1082)
 MAGNETICS/BPOL_PROBE/75/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1083)
 MAGNETICS/BPOL_PROBE/75/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1084)
 MAGNETICS/BPOL_PROBE/75/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1085)
 MAGNETICS/BPOL_PROBE/76/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=76]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1086)
 MAGNETICS/BPOL_PROBE/76/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=76]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1087)
 MAGNETICS/BPOL_PROBE/76/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1088)
 MAGNETICS/BPOL_PROBE/76/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1089)
 MAGNETICS/BPOL_PROBE/76/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1090)
 MAGNETICS/BPOL_PROBE/77/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=77]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1091)
 MAGNETICS/BPOL_PROBE/77/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=77]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1092)
 MAGNETICS/BPOL_PROBE/77/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1093)
 MAGNETICS/BPOL_PROBE/77/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1094)
 MAGNETICS/BPOL_PROBE/77/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1095)
 MAGNETICS/BPOL_PROBE/78/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=78]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=1096)
 MAGNETICS/BPOL_PROBE/78/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=78]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=1097)
 MAGNETICS/BPOL_PROBE/78/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=1098)
 MAGNETICS/BPOL_PROBE/78/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-0.0000000, type=double, unique=1099)
 MAGNETICS/BPOL_PROBE/78/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=1100)
 MAGNETICS/BPOL_PROBE/1/FIELD/DATA                                      | SOURCEX::get(signal="amb_ccbv01", /Data, format=MAST, unique=1101)
 MAGNETICS/BPOL_PROBE/1/FIELD/TIME                                      | SOURCEX::get(signal="amb_ccbv01", /Time, format=MAST, unique=1102)
 MAGNETICS/BPOL_PROBE/1/FIELD/DATA_ERROR_UPPER                          | SOURCEX::get(signal=amb_ccbv01,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1103)
 MAGNETICS/BPOL_PROBE/2/FIELD/DATA                                      | SOURCEX::get(signal="amb_ccbv02", /Data, format=MAST, unique=1104)
 MAGNETICS/BPOL_PROBE/2/FIELD/TIME                                      | SOURCEX::get(signal="amb_ccbv02", /Time, format=MAST, unique=1105)
 MAGNETICS/BPOL_PROBE/2/FIELD/DATA_ERROR_UPPER                          | SOURCEX::get(signal=amb_ccbv02,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1106)
 MAGNETICS/BPOL_PROBE/3/FIELD/DATA                                      | SOURCEX::get(signal="amb_ccbv03", /Data, format=MAST, unique=1107)
 MAGNETICS/BPOL_PROBE/3/FIELD/TIME                                      | SOURCEX::get(signal="amb_ccbv03", /Time, format=MAST, unique=1108)
 MAGNETICS/BPOL_PROBE/3/FIELD/DATA_ERROR_UPPER                          | SOURCEX::get(signal=amb_ccbv03,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1109)
 MAGNETICS/BPOL_PROBE/4/FIELD/DATA                                      | SOURCEX::get(signal="amb_ccbv04", /Data, format=MAST, unique=1110)
 MAGNETICS/BPOL_PROBE/4/FIELD/TIME                                      | SOURCEX::get(signal="amb_ccbv04", /Time, format=MAST, unique=1111)
 MAGNETICS/BPOL_PROBE/4/FIELD/DATA_ERROR_UPPER                          | SOURCEX::get(signal=amb_ccbv04,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1112)
 MAGNETICS/BPOL_PROBE/5/FIELD/DATA                                      | SOURCEX::get(signal="amb_ccbv05", /Data, format=MAST, unique=1113)
 MAGNETICS/BPOL_PROBE/5/FIELD/TIME                                      | SOURCEX::get(signal="amb_ccbv05", /Time, format=MAST, unique=1114)
 MAGNETICS/BPOL_PROBE/5/FIELD/DATA_ERROR_UPPER                          | SOURCEX::get(signal=amb_ccbv05,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1115)
 MAGNETICS/BPOL_PROBE/6/FIELD/DATA                                      | SOURCEX::get(signal="amb_ccbv06", /Data, format=MAST, unique=1116)
 MAGNETICS/BPOL_PROBE/6/FIELD/TIME                                      | SOURCEX::get(signal="amb_ccbv06", /Time, format=MAST, unique=1117)
 MAGNETICS/BPOL_PROBE/6/FIELD/DATA_ERROR_UPPER                          | SOURCEX::get(signal=amb_ccbv06,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1118)
 MAGNETICS/BPOL_PROBE/7/FIELD/DATA                                      | SOURCEX::get(signal="amb_ccbv07", /Data, format=MAST, unique=1119)
 MAGNETICS/BPOL_PROBE/7/FIELD/TIME                                      | SOURCEX::get(signal="amb_ccbv07", /Time, format=MAST, unique=1120)
 MAGNETICS/BPOL_PROBE/7/FIELD/DATA_ERROR_UPPER                          | SOURCEX::get(signal=amb_ccbv07,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1121)
 MAGNETICS/BPOL_PROBE/8/FIELD/DATA                                      | SOURCEX::get(signal="amb_ccbv08", /Data, format=MAST, unique=1122)
 MAGNETICS/BPOL_PROBE/8/FIELD/TIME                                      | SOURCEX::get(signal="amb_ccbv08", /Time, format=MAST, unique=1123)
 MAGNETICS/BPOL_PROBE/8/FIELD/DATA_ERROR_UPPER                          | SOURCEX::get(signal=amb_ccbv08,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1124)
 MAGNETICS/BPOL_PROBE/9/FIELD/DATA                                      | SOURCEX::get(signal="amb_ccbv09", /Data, format=MAST, unique=1125)
 MAGNETICS/BPOL_PROBE/9/FIELD/TIME                                      | SOURCEX::get(signal="amb_ccbv09", /Time, format=MAST, unique=1126)
 MAGNETICS/BPOL_PROBE/9/FIELD/DATA_ERROR_UPPER                          | SOURCEX::get(signal=amb_ccbv09,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1127)
 MAGNETICS/BPOL_PROBE/10/FIELD/DATA                                     | SOURCEX::get(signal="amb_ccbv10", /Data, format=MAST, unique=1128)
 MAGNETICS/BPOL_PROBE/10/FIELD/TIME                                     | SOURCEX::get(signal="amb_ccbv10", /Time, format=MAST, unique=1129)
 MAGNETICS/BPOL_PROBE/10/FIELD/DATA_ERROR_UPPER                         | SOURCEX::get(signal=amb_ccbv10,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1130)
 MAGNETICS/BPOL_PROBE/11/FIELD/DATA                                     | SOURCEX::get(signal="amb_ccbv11", /Data, format=MAST, unique=1131)
 MAGNETICS/BPOL_PROBE/11/FIELD/TIME                                     | SOURCEX::get(signal="amb_ccbv11", /Time, format=MAST, unique=1132)
 MAGNETICS/BPOL_PROBE/11/FIELD/DATA_ERROR_UPPER                         | SOURCEX::get(signal=amb_ccbv11,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1133)
 MAGNETICS/BPOL_PROBE/12/FIELD/DATA                                     | SOURCEX::get(signal="amb_ccbv12", /Data, format=MAST, unique=1134)
 MAGNETICS/BPOL_PROBE/12/FIELD/TIME                                     | SOURCEX::get(signal="amb_ccbv12", /Time, format=MAST, unique=1135)
 MAGNETICS/BPOL_PROBE/12/FIELD/DATA_ERROR_UPPER                         | SOURCEX::get(signal=amb_ccbv12,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1136)
 MAGNETICS/BPOL_PROBE/13/FIELD/DATA                                     | SOURCEX::get(signal="amb_ccbv13", /Data, format=MAST, unique=1137)
 MAGNETICS/BPOL_PROBE/13/FIELD/TIME                                     | SOURCEX::get(signal="amb_ccbv13", /Time, format=MAST, unique=1138)
 MAGNETICS/BPOL_PROBE/13/FIELD/DATA_ERROR_UPPER                         | SOURCEX::get(signal=amb_ccbv13,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1139)
 MAGNETICS/BPOL_PROBE/14/FIELD/DATA                                     | SOURCEX::get(signal="amb_ccbv14", /Data, format=MAST, unique=1140)
 MAGNETICS/BPOL_PROBE/14/FIELD/TIME                                     | SOURCEX::get(signal="amb_ccbv14", /Time, format=MAST, unique=1141)
 MAGNETICS/BPOL_PROBE/14/FIELD/DATA_ERROR_UPPER                         | SOURCEX::get(signal=amb_ccbv14,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1142)
 MAGNETICS/BPOL_PROBE/15/FIELD/DATA                                     | SOURCEX::get(signal="amb_ccbv15", /Data, format=MAST, unique=1143)
 MAGNETICS/BPOL_PROBE/15/FIELD/TIME                                     | SOURCEX::get(signal="amb_ccbv15", /Time, format=MAST, unique=1144)
 MAGNETICS/BPOL_PROBE/15/FIELD/DATA_ERROR_UPPER                         | SOURCEX::get(signal=amb_ccbv15,format=MAST, /Error, absoluteError=0.00030000000,relativeError=0.010000000, unique=1145)
 MAGNETICS/BPOL_PROBE/16/FIELD/DATA                                     | SOURCEX::get(signal="amb_ccbv16", /Data, format=MAST, unique=1146)
 MAGNETICS/BPOL_PROBE/16/FIELD/TIME                                     | SOURCEX::get(signal="amb_ccbv16", /Time, format=MAST, unique=1147)
